* NAME                TYPENAME                             S              BETX              BETY              ALFX              ALFY               MUX               MUY               K0L               K1L               K2L          DeltaMUX          DeltaMUY
$ %s                  %s                                 %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le               %le
  QC1LPE991           MULT                          .9900005         9.9913805       323.5281062       -10.3096323      -316.0977450          .2339680          .2495183          .0000000 -5.56445923458E-4 -3.59188992984E-4          .2339680          .2495183
  QC1LE995            MULT                          .9900005         9.9913805       323.5281075       -10.3151944      -315.9176470          .2339680          .2495183 -3.01312548202E-5 -8.6921520384E-10 4.533755999017E-8          .2339680          .2495183
  QC1LPE999           MULT                         1.0000005        10.1987602       329.8772302       -10.4225800      -318.9987154          .2341257          .2495232          .0000000 -5.56445923458E-4 -3.59188992984E-4          .2341257          .2495232
  QC1LPE1001          MULT                         1.0000005        10.1987602       329.8772318       -10.4282574      -318.8150881          .2341257          .2495232          .0000000 -5.33610390155E-4 -9.60214702198E-6          .2341257          .2495232
  QC1LE1005           MULT                         1.0000005        10.1987603       329.8772336       -10.4337021      -318.6389926          .2341257          .2495232 -2.90497333758E-5 -1.74565049859E-9 4.830032516260E-8          .2341257          .2495232
  QC1LPE1009          MULT                         1.0100005        10.4085123       336.2807151       -10.5413221      -321.7133567          .2342801          .2495280          .0000000 -5.33610390155E-4 -9.60214702198E-6          .2342801          .2495280
  QC1LPE1011          MULT                         1.0100005        10.4085123       336.2807173       -10.5468785      -321.5338513          .2342801          .2495280          .0000000 -5.11143579240E-4 -3.04596513075E-4          .2342801          .2495280
  QC1LE1015           MULT                         1.0100005        10.4085124       336.2807195       -10.5522017      -321.3618805          .2342801          .2495280 -2.79386921732E-5 -3.15226889376E-9 5.186360232619E-8          .2342801          .2495280
  QC1LPE1019          MULT                         1.0200005        10.6206366       342.7385937       -10.6600500      -324.4297954          .2344315          .2495326          .0000000 -5.11143579240E-4 -3.04596513075E-4          .2344315          .2495326
  QC1LPE1021          MULT                         1.0200005        10.6206367       342.7385963       -10.6654815      -324.2545297          .2344315          .2495326          .0000000 -4.88581229123E-4 -5.03776512457E-4          .2344315          .2495326
  QC1LE1025           MULT                         1.0200005        10.6206367       342.7385984       -10.6706734      -324.0869913          .2344315          .2495326 -2.67758809364E-5 -5.42264886278E-9 5.697040825388E-8          .2344315          .2495326
  QC1LPE1029          MULT                         1.0300005        10.8351325       349.2509124       -10.7787433      -327.1487002          .2345799          .2495372          .0000000 -4.88581229123E-4 -5.03776512457E-4          .2345799          .2495372
  QC1LPE1031          MULT                         1.0300005        10.8351326       349.2509149       -10.7840400      -326.9779839          .2345799          .2495372          .0000000 -4.65254597441E-4 -3.11915966853E-4          .2345799          .2495372
  QC1LE1035           MULT                         1.0300005        10.8351326       349.2509167       -10.7890831      -326.8154373          .2345799          .2495372 -2.55333596635E-5 -9.12621557563E-9 6.449660660581E-8          .2345799          .2495372
  QC1LPE1039          MULT                         1.0400006        11.0519987       355.8177397       -10.8973669      -329.8711816          .2347253          .2495418          .0000000 -4.65254597441E-4 -3.11915966853E-4          .2347253          .2495418
  QC1LPE1041          MULT                         1.0400006        11.0519988       355.8177418       -10.9025108      -329.7055829          .2347253          .2495418          .0000000 -4.40219860546E-4 -5.30454289923E-4          .2347253          .2495418
  QC1LE1045           MULT                         1.0400006        11.0519988       355.8177431       -10.9073782      -329.5488867          .2347253          .2495418 -2.41776830432E-5 -1.52680151841E-8 7.479406803478E-8          .2347253          .2495418
  QC1LPE1049          MULT                         1.0500006        11.2712328       362.4391780       -11.0158672      -332.5989213          .2348679          .2495462          .0000000 -4.40219860546E-4 -5.30454289923E-4          .2348679          .2495462
  QC1LPE1051          MULT                         1.0500006        11.2712329       362.4391797       -11.0208310      -332.4393105          .2348679          .2495462          .0000000 -4.12220470907E-4 -4.67564781677E-4          .2348679          .2495462
  QC1LE1055           MULT                         1.0500006        11.2712329       362.4391806       -11.0254789      -332.2898575          .2348679          .2495462 -2.26722389499E-5 -2.57060067119E-8 9.006666308765E-8          .2348679          .2495462
  QC1LPE1059          MULT                         1.0600006        11.4928309       369.1153812       -11.1341631      -335.3344689          .2350078          .2495505          .0000000 -4.12220470907E-4 -4.67564781677E-4          .2350078          .2495505
  QC1LPE1061          MULT                         1.0600006        11.4928310       369.1153824       -11.1389024      -335.1822635          .2350078          .2495505          .0000000 -3.79773085601E-4 -1.69981389991E-4          .2350078          .2495505
  QC1LE1065           MULT                         1.0600006        11.4928310       369.1153832       -11.1432679      -335.0420603          .2350078          .2495505 -2.09836181610E-5 -4.43151451032E-8 1.119234029248E-7          .2350078          .2495505
  QC1LPE1069          MULT                         1.0700006        11.7167866       375.8465778       -11.2521354      -338.0815884          .2351449          .2495548          .0000000 -3.79773085601E-4 -1.69981389991E-4          .2351449          .2495548
  QC1LPE1071          MULT                         1.0700006        11.7167866       375.8465788       -11.2565860      -337.9388298          .2351449          .2495548          .0000000 -3.41521162953E-4 -5.20326842666E-5          .2351449          .2495548
  QC1LE1075           MULT                         1.0700006        11.7167867       375.8465795       -11.2605880      -337.8104580          .2351449          .2495548 -1.90937454207E-5 -8.08895162409E-8 1.433246984157E-7          .2351449          .2495548
  QC1LPE1079          MULT                         1.0800006        11.9430903       382.6330967       -11.3696244      -340.8453142          .2352794          .2495590          .0000000 -3.41521162953E-4 -5.20326842666E-5          .2352794          .2495590
  QC1LPE1081          MULT                         1.0800006        11.9430904       382.6330976       -11.3737037      -340.7146260          .2352794          .2495590          .0000000 -2.96953664034E-4 1.967322449755E-4          .2352794          .2495590
  QC1LE1085           MULT                         1.0800006        11.9430904       382.6330983       -11.3772500      -340.6010143          .2352794          .2495590 -1.70169503253E-5 -1.49456213563E-7 1.927831437244E-7          .2352794          .2495590
  QC1LPE1089          MULT                         1.0900006        12.1717288       389.4753869       -11.4864380      -343.6316938          .2354114          .2495631          .0000000 -2.96953664034E-4 1.967322449755E-4          .2354114          .2495631
  QC1LPE1091          MULT                         1.0900006        12.1717288       389.4753877       -11.4900521      -343.5160530          .2354114          .2495631          .0000000 -2.47285972889E-4 -4.75682681506E-5          .2354114          .2495631
  QC1LE1095           MULT                         1.0900006        12.1717288       389.4753886       -11.4930625      -343.4197319          .2354114          .2495631 -1.48151789918E-5 -2.58517574864E-7 2.785300540328E-7          .2354114          .2495631
  QC1LPE1099          MULT                         1.1000006        12.4026848       396.3740180       -11.6023821      -346.4468121          .2355410          .2495672          .0000000 -2.47285972889E-4 -4.75682681506E-5          .2355410          .2495672
  QC1LPE1101          MULT                         1.1000006        12.4026848       396.3740190       -11.6054496      -346.3487859          .2355410          .2495672          .0000000 -1.95829538840E-4 -4.59572626601E-4          .2355410          .2495672
  QC1LE1105           MULT                         1.1000006        12.4026848       396.3740201       -11.6078802      -346.2711113          .2355410          .2495672 -1.25987260395E-5 -4.75918790012E-7 4.090715764496E-7          .2355410          .2495672
  QC1LPE1109          MULT                         1.1100006        12.6359382       403.3296501       -11.7173103      -349.2951972          .2356681          .2495712          .0000000 -1.95829538840E-4 -4.59572626601E-4          .2356681          .2495712
  QC1LPE1111          MULT                         1.1100006        12.6359382       403.3296515       -11.7197867      -349.2161585          .2356681          .2495712          .0000000 -1.47160465809E-4 -5.78609016309E-4          .2356681          .2495712
  QC1LE1115           MULT                         1.1100006        12.6359382       403.3296532       -11.7216487      -349.1567361          .2356681          .2495712 -1.05034178197E-5 -9.53198785339E-7 6.191437836913E-7          .2356681          .2495712
  QC1LPE1119          MULT                         1.1200006        12.8714678       410.3429745       -11.8311698      -352.1783714          .2357929          .2495751          .0000000 -1.47160465809E-4 -5.78609016309E-4          .2357929          .2495751
